University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
Arizona State University,Admit,Electrical Engineering,Fall 2017,164,164,4,328,119,NIT Surathkal,EEE,9.6,N/A,0 Mo
Arizona State University,Reject,Electrical Engineering,Fall 2013,144,160,2.5,304,105,"Vel Tech University (VTU), Avadi",Electrical Engineering,7.5,N/A,0 Mo
Arizona State University,Admit,Electrical Engineering,Fall 2015,165,162,0,327,114,N/A,N/A,N/A,N/A,0 Mo
Arizona State University,Admit,Electrical Engineering,Spring 2019,162,151,4,313,102,NMAM Institute Of Techonology,ECE,8.82,0,27 Mo
Arizona State University,Admit,Electrical Engineering,Fall 2017,160,151,N/A,311,90,New Horizon College Of Engineering,ECE,70,N/A,0 Mo
Arizona State University,Reject,Electrical Engineering,Fall 2016,167,152,3,319,97,MVSR Engineering College,ECE,80,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,160,3.5,323,8,"B.M.S. College of Engineering, Bangalore",ECE,9.29,0,70 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,156,162,4,318,8,PESIT South Campus,Computer Science,8.4,1,17 Mo
Arizona State University,Reject,Business Analytics,Spring 2023,167,143,2.5,310,7,"Thapar University, Punjab",ECE,7.97,0,85 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,164,162,4,326,7,Amity School of Engg and technology,Mechanical Engineering,8.59,0,28 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,158,149,3.5,307,N/A,NMIMS Mukesh Patel School of Technology Management and Engineering,ECE,71,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,151,2.5,306,99,anil neerukonda institute of technology and sciences,EEE,7.37,0,42 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,144,3,306,7.5,Keshav Memorial Institute Of Technology,Information Technology,8,0,7 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,167,150,4,317,8,Sastra University,Mechanical Engineering,8,0,27 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,153,147,3,300,7.5,Geethanjali College Of Engineering And Technology,ECE,7.65,1,21 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,7,BITS Pilani- Goa,Chemical Engineering,6.6,1,43 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,161,4,324,8.5,Malla Reddy College Of Engineering And Technology,Aeronautical Engineering,9.1,1,24 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,152,149,4,301,8,Jyothy Institute Of Technology,Information Science,7.9,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,147,3,302,6.5,Matrusri Engineering College,ECE,9,1,18 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,148,4.5,311,101,University of Mumbai,ECE,8.44,1,28 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,105,Koneru Lakshmaiah Education Foundation,Computer Science,7,1,33 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,160,148,4.5,308,106,"College of Engineering, Guindy",Biomedical Engineering,7.3,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,158,159,4,317,8,Jamia Millia Islamia,Electrical Engineering,9.28,0,28 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,160,150,3.5,310,101,Manipal Institute of Technology,Computer Science,7.52,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,165,154,3.5,319,7.5,RVR & JC College of Engineering,Civil Engineering,9.36,0,18 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,145,138,2.5,283,83,"Atharva College Of Engineering, Malad",ECE,8.36,2,5 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,150,3,305,7,MCKV INSTITUTE OF ENGINEERING,ECE,8.36,1,22 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,153,3.5,316,111,harcourt butler technological institute,Food Technology,72.1,0,59 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,166,150,4.5,316,112,"Veermata Jijabai Technological Institute , Matunga",Mechanical Engineering,8.42,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,153,4,315,7,PSG College of Technology,ECE,8.74,0,41 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,169,149,3.5,318,102,Delhi Technological University,Production Engineering,0,0,41 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,152,5,314,102,Manipal University Jaipur,Computational Science,8,2,96 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,153,4.5,308,8.5,Manipal Institute of Technology,EEE,7.04,0,10 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,153,152,4,305,7.5,"Institute Of Technical Education and Research , Bhubaneswar*",ECE,9.4,1,60 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,160,137,3.5,297,6.5,"AP Shah Institute Of Technology, Thane",Computer Engineering,8.5,1,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,152,3.5,314,8,MANIT Bhopal,Computer Science,6.79,1,43 Mo
Arizona State University,Admit,Business Analytics,Summer 2023,158,138,3.5,296,7,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,9.09,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,160,143,4,303,7.5,delhi college of engineering,Computer Science,8.36,0,0 Mo
Arizona State University,Reject,Business Analytics,Fall 2023,161,147,2.5,308,7.5,Rajalalshmi Engineering College,Computer Science,8.21,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,164,5.5,326,118,K.J Somaiya Institute of Engineering and Information Technology,Computer Engineering,9.2,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,150,150,3,300,7,north maharashtra university,Chemical Engineering,8.13,1,62 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,153,140,3,293,7,Pandit Deendayal Petroleum University,Business Administration,9,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,161,162,4.5,323,118,Kumaraguru College of Technology,Computer Science,6.34,0,54 Mo
Arizona State University,Reject,Business Analytics,Fall 2023,157,154,3.5,311,7.5,"Shanmugha Arts, Science, Technology and Research Academy",Civil Engineering,7.71,0,74 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,157,151,3,308,8,Vellore Institute of Technology  - Amravati,Computer Science,8.04,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,158,142,4.5,300,105,Ajay Kumar Garg Engineering College,Mechanical Engineering,61.42,1,111 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,165,150,3.5,315,114,RVCE,Computer Science,7.6,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,160,142,2.5,302,7,SRM University,Computer Science,6.2,1,15 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,163,3.5,329,104,"B.M.S. College of Engineering, Bangalore",Mechanical Engineering,7.98,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,158,155,4,313,8,BIT Mesra,Biotechnology,6.7,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,170,170,6,340,9,JNTUH,Civil Engineering,100,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,7,N/A,Computer Engineering,70.32,0,72 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,165,149,3.5,314,8,Manipal University Jaipur,Information Technology,6.2,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,6.5,Stanley College Of Engineering & Technology For Women,ECE,84,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,165,152,4,317,8.5,Sri Sairam Engineering College,Computer Science,9.2,0,6 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,159,147,3.5,306,7.5,Manipal University Jaipur,ECE,7.27,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,93,"Veermata Jijabai Technological Institute , Mumbai",Information Technology,8.4,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,158,151,4,309,103,"Pillai's Institute Of Information Technology , New Panvel",Information Technology,6.8,1,23 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,161,148,4,309,97,University of Mumbai,Information Technology,8.47,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,168,153,4.5,321,8,Vellore Institute of Technology  - Chennai,Mechanical Engineering,8.52,0,31 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,90,khallikote autonomous college,Commerce,6,0,47 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,157,4,312,8,Rastrasant Tukodoji Maharaj Nagpur University,Pharmacy,71.7,0,53 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,115,Anna University,ECE,8,0,27 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,155,151,4,306,7.5,"Mody University of Science and Technology, Lakshmangarh",Computer Science,7.6,0,215 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,161,146,3.5,307,97,SRM University,Computer Science,9,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,162,154,3.5,316,115,Bundelkhand Institute Of Engineering And Technology,Information Technology,75.7,0,62 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,167,155,3,322,8,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,8.09,0,17 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,163,140,3,303,7,DJ Sanghvi College of Engineering,Production Engineering,8.3,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2023,N/A,N/A,N/A,N/A,7.5,NBKR Institute of Science and Technology,EEE,65,0,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2017,164,142,3.5,306,104,"Madras Institute of Technology (MIT), Chromepet",ECE,8.68,N/A,66 Mo
Arizona State University,Admit,Business Analytics,Fall 2017,167,154,3.5,321,105,"BITS Pilani, Pilani Campus",Civil Engineering,6.86,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Spring 2019,154,149,3,303,N/A,West Bengal University of Technology,Information Technology,70.4,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,161,144,3.5,305,7.5,University college of engineering jntu kakinda,Civil Engineering,8.11,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,160,152,4,312,N/A,inderprastha engineering college,Information Technology,71.7,0,75 Mo
Arizona State University,Admit,Business Analytics,Fall 2022,161,145,3,306,92,"College Of Technology, G.B. Pant University of Agriculture and Technology,",Computer Engineering,7.084,0,4 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,166,155,4,321,7.5,Anna University,Chemical Engineering,8.41,N/A,30 Mo
Arizona State University,Admit,Business Analytics,Spring 2021,143,146,3,289,N/A,PES University,Mechanical Engineering,7.61,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2017,166,153,3.5,319,104,SRM University,ECE,9.2,N/A,29 Mo
Arizona State University,Admit,Business Analytics,Fall 2020,168,152,3.5,320,7.5,Vellore Institute of Technology,EEE,8.65,1,16 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,167,156,4,323,115,Jadavpur University,EEE,8.07,N/A,63 Mo
Arizona State University,Admit,Business Analytics,Fall 2019,163,157,4,320,100,Sastra University,ECE,8.25,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2017,164,156,3.5,320,117,Jeppiaar Engineering College,EEE,8.16,N/A,19 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,155,145,2.5,300,7,"jntu college of engineering ,anantapur",Biotechnology,7,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,N/A,N/A,N/A,N/A,7,vignan foundation for science technology and research,Food Technology,8.83,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,160,156,3.5,316,7,CVR College of Engineering,Computer Science,7,N/A,0 Mo
Arizona State University,Admit,Business Analytics,Fall 2021,163,154,3,317,7.5,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,6.63,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2023,155,145,3,300,95,NIT Warangal,Biotechnology,7.52,0,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2023,163,147,4,310,7.5,"Vidyalankar Institute of Technology, Mumbai",Biomedical Engineering,9.6,1,0 Mo
Arizona State University,Admit,Biomedical Engineering,Spring 2023,167,154,3,321,7,Chaitanya Bharathi Institute of Technology,Biotechnology,7.24,0,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2023,159,154,4,313,8,"College of Engineering - Guindy , Anna University Campus, Guindy",Biomedical Engineering,9.59,1,19 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2023,170,152,3.5,322,7,Saveetha School of Engineering - Saveetha University,Biomedical Engineering,7.87,0,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2017,157,155,3,312,101,SRM University,Chemical Engineering,9.04,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2018,167,155,4,322,98,Vellore Institute of Technology,ECE,8.6,N/A,5 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2016,165,146,3.5,311,112,NIT Raipur,Biomedical Engineering,8.03,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2021,160,143,3,303,6.5,PSG College of Technology,Biomedical Engineering,7.7,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2020,152,149,N/A,301,106,DJ Sanghvi College of Engineering,Biomedical Engineering,7.6,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2016,153,150,3.5,303,98,"Vidyalankar Institute of Technology, Mumbai",Biomedical Engineering,62,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2018,167,154,4,321,111,"College of Engineering, Guindy",Biomedical Engineering,6.56,0,7 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2015,160,161,4,321,108,L.D,Biomedical Engineering,7,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2018,152,148,3,300,95,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",Biomedical Engineering,6.94,0,15 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2013,157,158,3.5,315,118,Manipal Institute of Technology,Biomedical Engineering,6.6,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2020,163,151,4,314,103,"B.M.S. Institute of Technology, Bangalore",ECE,8.46,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2016,150,150,3,300,N/A,Vellore Institute of Technology,ECE,9,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2016,165,149,3,314,101,Nirma University,Instrumentation Engineering,7.49,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2019,160,147,4,307,108,Vellore Institute of Technology,Biomedical Engineering,8.55,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2022,N/A,N/A,N/A,N/A,8,Manipal Institute of Technology,Biomedical Engineering,8.01,1,32 Mo
Arizona State University,Reject,Biomedical Engineering,Spring 2017,154,148,3,302,96,U.V.Patel College Of Engineering,Biomedical Engineering,8.25,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2016,162,148,3.5,310,97,Institute of Engineering & Management,ECE,8.59,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2016,155,146,3,301,83,SSN College of Engineering,Biomedical Engineering,7.18,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2018,167,151,N/A,318,105,"Vishwakarma Institute of Technology, Pune",Instrumentation Engineering,8.3,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2021,161,150,3.5,311,7.5,ssn college of engineering,Biomedical Engineering,7.5,0,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2016,158,158,3,316,107,"P.E.S. Institute of Technology, Bangalore",Biotechnology,8.68,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2017,158,144,3.5,302,95,Anna University,EEE,7.9,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2022,142,160,2.5,302,N/A,University of Mumbai,Biomedical Engineering,7.94,1,1 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2016,159,148,2,307,87,andhra university college of engineering,Instrumentation Engineering,8,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2015,160,150,3.5,310,98,All India Shri Shivaji Memorial Society's (AISSMS) Institute Of Information,Instrumentation Engineering,56.6,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2018,159,146,3.5,305,95,ssn college of engineering,Biomedical Engineering,8.04,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Spring 2019,159,153,5,312,8,UIET Panjab University,Biotechnology,8.02,0,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2021,158,146,3.5,304,7,Sastra University,Biomedical Engineering,8.29,0,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2018,157,152,3.5,309,110,Thadomal Shahani Engineering College,Biomedical Engineering,8.25,0,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2017,166,146,3,312,7,JNTU KAKINADA UNIVERSITY,Mechanical Engineering,72.73,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2013,164,148,2.5,312,93,NIT Rourkela,Biotechnology,8.37,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2016,154,149,3,303,94,"Vidyalankar Institute of Technology, Mumbai",Biomedical Engineering,65.4,N/A,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2018,159,147,N/A,306,99,University of Mumbai,Biomedical Engineering,6.97,0,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2021,N/A,N/A,N/A,N/A,85,"Padmashree Dr. D. Y. Patil University, Department of Biotechnology and Bioi",Biomedical Engineering,64,0,0 Mo
Arizona State University,Reject,Biomedical Engineering,Fall 2015,154,146,3.5,300,106,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",Biomedical Engineering,71,N/A,0 Mo
Arizona State University,Admit,Biomedical Engineering,Fall 2015,165,155,0,320,112,N/A,N/A,N/A,N/A,0 Mo
